[INFO ] [2022-08-28 01:41:45,731] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-04 02:06:36,445] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-04 02:06:36,574] Register - Step 04: Enter to Existing Email Textbox with value = afc397@gmail.com
[INFO ] [2022-09-04 02:06:36,711] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-04 02:06:36,842] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-04 02:06:36,983] Register - Step 07: Click To Register Button
[INFO ] [2022-09-04 02:06:37,930] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-04 02:06:37,982]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-04 02:06:37,984] Register - Step 09: Click to logout button
[INFO ] [2022-09-04 02:06:38,760] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-04 02:06:39,166] Login - Step 02: Enter to Email Textbox with value = afc397@gmail.com
[INFO ] [2022-09-04 02:06:39,274] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-09-04 02:06:39,382] Login - Step 04: Click on Login Button 
[INFO ] [2022-09-04 02:06:40,143] Login - Step 04: Get all cookies after logging in 
[INFO ] [2022-09-04 02:07:10,516] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-04 02:07:10,962] Login - Step 01: Set cookie and Reload Page
[INFO ] [2022-09-04 02:07:11,387] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-09-04 02:07:11,460]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-04 02:07:11,460]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-04 02:07:11,460] Login - Step 06: Navigate to my account page
[INFO ] [2022-09-04 02:14:56,105] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-04 02:14:56,820] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-04 02:14:57,002] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-04 02:14:57,157] Register - Step 04: Enter to Existing Email Textbox with value = afc675@gmail.com
[INFO ] [2022-09-04 02:14:57,330] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-04 02:14:57,483] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-04 02:14:57,635] Register - Step 07: Click To Register Button
[INFO ] [2022-09-04 02:14:58,718] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-04 02:14:58,779]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-04 02:14:58,780] Register - Step 09: Click to logout button
[INFO ] [2022-09-04 02:14:59,581] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-04 02:15:00,030] Login - Step 02: Enter to Email Textbox with value = afc675@gmail.com
[INFO ] [2022-09-04 02:15:00,174] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-09-04 02:15:00,286] Login - Step 04: Click on Login Button 
[INFO ] [2022-09-04 02:15:01,048] Login - Step 04: Get all cookies after logging in 
[INFO ] [2022-09-04 02:15:28,408] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-04 02:15:28,901] Login - Step 01: Set cookie and Reload Page
[INFO ] [2022-09-04 02:15:28,944] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-09-04 02:15:29,363]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-04 02:15:29,363]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-04 02:15:29,363] Login - Step 06: Navigate to my account page
[INFO ] [2022-09-04 02:19:33,053] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-04 02:19:33,887] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-04 02:19:34,072] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-04 02:19:34,235] Register - Step 04: Enter to Existing Email Textbox with value = afc950@gmail.com
[INFO ] [2022-09-04 02:19:34,394] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-04 02:19:34,554] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-04 02:19:34,691] Register - Step 07: Click To Register Button
[INFO ] [2022-09-04 02:19:35,590] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-04 02:19:35,640]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-04 02:19:35,641] Register - Step 09: Click to logout button
[INFO ] [2022-09-04 02:19:36,385] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-04 02:19:36,836] Login - Step 02: Enter to Email Textbox with value = afc950@gmail.com
[INFO ] [2022-09-04 02:19:36,973] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-09-04 02:19:37,119] Login - Step 04: Click on Login Button 
[INFO ] [2022-09-04 02:19:37,873] Login - Step 04: Get all cookies after logging in 
[INFO ] [2022-09-04 02:20:05,936] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-04 02:20:06,477] Login - Step 01: Set cookie and Reload Page
[INFO ] [2022-09-04 02:20:07,395] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-09-04 02:20:07,459]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-04 02:20:07,459]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-04 22:58:20,438] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-04 22:58:21,246] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-04 22:58:21,395] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-04 22:58:21,513] Register - Step 04: Enter to Existing Email Textbox with value = afc411@gmail.com
[INFO ] [2022-09-04 22:58:21,667] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-04 22:58:21,774] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-04 22:58:21,886] Register - Step 07: Click To Register Button
[INFO ] [2022-09-04 22:58:22,988] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-04 22:58:23,057]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-04 22:58:23,060] Register - Step 09: Click to logout button
[INFO ] [2022-09-04 22:58:23,845] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-04 22:58:24,285] Login - Step 02: Enter to Email Textbox with value = afc411@gmail.com
[INFO ] [2022-09-04 22:58:24,413] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-09-04 22:58:24,531] Login - Step 04: Click on Login Button 
[INFO ] [2022-09-04 22:58:25,284] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-09-04 22:58:25,352]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-04 22:58:25,352]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-04 22:58:25,352] Login - Step 06: Navigate to my account page
[INFO ] [2022-09-04 22:58:25,966] Login - Step 07: Verify CustomerInfoPage is Displayed
[INFO ] [2022-09-04 22:58:26,037]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-04 22:58:26,038]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-04 23:03:26,833] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-04 23:03:27,523] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-04 23:03:27,645] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-04 23:03:27,754] Register - Step 04: Enter to Existing Email Textbox with value = afc399@gmail.com
[INFO ] [2022-09-04 23:03:27,876] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-04 23:03:28,006] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-04 23:03:28,155] Register - Step 07: Click To Register Button
[INFO ] [2022-09-04 23:03:29,363] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-04 23:06:02,645] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-04 23:06:03,443] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-04 23:06:03,629] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-04 23:06:03,799] Register - Step 04: Enter to Existing Email Textbox with value = afc644@gmail.com
[INFO ] [2022-09-04 23:06:03,970] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-04 23:06:04,128] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-04 23:06:04,287] Register - Step 07: Click To Register Button
[INFO ] [2022-09-04 23:06:05,372] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-04 23:21:49,368] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-04 23:21:50,080] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-04 23:21:50,221] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-04 23:21:50,371] Register - Step 04: Enter to Existing Email Textbox with value = afc691@gmail.com
[INFO ] [2022-09-04 23:21:50,526] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-04 23:21:50,659] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-04 23:21:50,794] Register - Step 07: Click To Register Button
[INFO ] [2022-09-04 23:21:52,105] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-04 23:25:39,391] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-04 23:25:40,089] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-04 23:25:40,250] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-04 23:25:40,398] Register - Step 04: Enter to Existing Email Textbox with value = afc601@gmail.com
[INFO ] [2022-09-04 23:25:40,573] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-04 23:25:40,735] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-04 23:25:40,901] Register - Step 07: Click To Register Button
[INFO ] [2022-09-04 23:25:41,910] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-04 23:25:42,218] OS name = windows 10
[INFO ] [2022-09-04 23:25:42,218] Driver instance name = chromedriver: chrome on windows (e91f89559e15d8ece9d42096fd684381)
[INFO ] [2022-09-08 01:10:50,827] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-08 01:10:51,464] Register - Step 02: Select Gender with value = Female
[INFO ] [2022-09-08 01:10:51,601] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-08 01:10:51,736] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-08 01:10:51,863] Register - Step 03.1: Select Date of birth with Date value = 18
[INFO ] [2022-09-08 01:11:22,110] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-08 01:11:22,638] Login - Step 02: Enter to Email Textbox with value = afc213@gmail.com
[INFO ] [2022-09-08 01:11:22,810] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-09-08 01:11:22,948] Login - Step 04: Click on Login Button 
[INFO ] [2022-09-08 01:11:23,373] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-09-08 01:13:43,376] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-08 01:13:45,407] Register - Step 02: Select Gender with value = Female
[INFO ] [2022-09-08 01:13:45,560] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-08 01:13:45,708] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-08 01:13:45,838] Register - Step 03.1: Select Date of birth with Date value = 18
[INFO ] [2022-09-08 01:14:16,116] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-08 01:14:16,617] Login - Step 02: Enter to Email Textbox with value = afc320@gmail.com
[INFO ] [2022-09-08 01:14:16,781] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-09-08 01:14:16,937] Login - Step 04: Click on Login Button 
[INFO ] [2022-09-08 01:14:17,382] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-09-08 01:15:53,000] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-08 01:15:53,835] Register - Step 02: Select Gender with value = Female
[INFO ] [2022-09-08 01:15:54,003] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-08 01:15:54,138] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-08 01:15:54,290] Register - Step 03.1: Select Date of birth with Date value = 18
[INFO ] [2022-09-08 01:16:24,576] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-08 01:16:25,073] Login - Step 02: Enter to Email Textbox with value = afc190@gmail.com
[INFO ] [2022-09-08 01:16:25,180] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-09-08 01:16:25,290] Login - Step 04: Click on Login Button 
[INFO ] [2022-09-08 01:16:25,719] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-09-08 01:24:37,337] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-08 01:24:38,364] Register - Step 02: Select Gender with value = Female
[INFO ] [2022-09-08 01:24:38,492] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-08 01:24:38,658] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-08 01:24:38,826] Register - Step 03.1: Select Date of birth with Date value = 18
[INFO ] [2022-09-08 01:24:39,634] Register - Step 03.2: Select Date of birth with Month value = August
[INFO ] [2022-09-08 01:24:40,298] Register - Step 03.3: Select Date of birth with Year value = 1996
[INFO ] [2022-09-08 01:24:42,441] Register - Step 04: Enter to  Email Textbox with value = afc35@gmail.com
[INFO ] [2022-09-08 01:24:42,594] Register - Step 05: Select checkbox Newsletter 
[INFO ] [2022-09-08 01:25:12,851] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-08 01:25:13,449] Login - Step 02: Enter to Email Textbox with value = afc35@gmail.com
[INFO ] [2022-09-08 01:25:13,650] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-09-08 01:25:13,827] Login - Step 04: Click on Login Button 
[INFO ] [2022-09-08 01:25:14,312] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-09-08 01:30:10,546] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-08 01:30:11,391] Register - Step 02: Select Gender with value = Female
[INFO ] [2022-09-08 01:30:11,492] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-08 01:30:11,623] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-08 01:30:11,762] Register - Step 03.1: Select Date of birth with Date value = 18
[INFO ] [2022-09-08 01:30:12,428] Register - Step 03.2: Select Date of birth with Month value = August
[INFO ] [2022-09-08 01:30:12,946] Register - Step 03.3: Select Date of birth with Year value = 1996
[INFO ] [2022-09-08 01:30:14,696] Register - Step 04: Enter to  Email Textbox with value = afc791@gmail.com
[INFO ] [2022-09-08 01:30:14,844] Register - Step 05: Select checkbox Newsletter 
[INFO ] [2022-09-08 01:30:14,921] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-08 01:30:15,063] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-08 01:30:15,182] Register - Step 07: Click To Register Button
[INFO ] [2022-09-08 01:30:47,198] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-08 01:33:37,645] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-08 01:33:38,625] Register - Step 02: Select Gender with value = Female
[INFO ] [2022-09-08 01:33:38,769] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-08 01:33:38,931] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-08 01:33:39,081] Register - Step 03.1: Select Date of birth with Date value = 18
[INFO ] [2022-09-08 01:33:39,801] Register - Step 03.2: Select Date of birth with Month value = August
[INFO ] [2022-09-08 01:33:40,380] Register - Step 03.3: Select Date of birth with Year value = 1996
[INFO ] [2022-09-08 01:33:41,937] Register - Step 04: Enter to  Email Textbox with value = afc667@gmail.com
[INFO ] [2022-09-08 01:33:42,110] Register - Step 05: Select checkbox Newsletter 
[INFO ] [2022-09-08 01:33:42,174] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-08 01:33:42,285] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-08 01:33:42,419] Register - Step 07: Click To Register Button
[INFO ] [2022-09-08 01:33:43,588] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-08 01:33:43,654]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-08 01:33:43,654] Register - Step 09: Click to logout link
[INFO ] [2022-09-08 01:33:44,531] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-08 01:33:44,981] Login - Step 02: Enter to Email Textbox with value = afc667@gmail.com
[INFO ] [2022-09-08 01:33:45,121] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-09-08 01:33:45,234] Login - Step 04: Click on Login Button 
[INFO ] [2022-09-08 01:33:46,065] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-09-08 01:33:46,139]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-08 01:33:46,140]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-08 01:33:46,140] Login - Step 06: Navigate to my account page
[INFO ] [2022-09-08 01:33:47,705] Login - Step 07: Verify CustomerInfoPage is Displayed
[INFO ] [2022-09-08 01:33:47,765]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-08 01:33:47,765]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-08 01:49:51,811] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-08 01:49:52,578] Register - Step 02: Select Gender with value = Female
[INFO ] [2022-09-08 01:49:52,722] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-08 01:49:52,966] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-08 01:49:53,096] Register - Step 03.1: Select Date of birth with Date value = 18
[INFO ] [2022-09-08 01:49:53,799] Register - Step 03.2: Select Date of birth with Month value = August
[INFO ] [2022-09-08 01:49:54,328] Register - Step 03.3: Select Date of birth with Year value = 1996
[INFO ] [2022-09-08 01:49:55,986] Register - Step 04: Enter to  Email Textbox with value = afc734@gmail.com
[INFO ] [2022-09-08 01:49:56,129] Register - Step 05: Select checkbox Newsletter 
[INFO ] [2022-09-08 01:49:56,215] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-08 01:49:56,346] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-08 01:49:56,486] Register - Step 07: Click To Register Button
[INFO ] [2022-09-08 01:49:57,471] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-08 01:49:57,522]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-08 01:49:57,522] Register - Step 09: Click to logout link
[INFO ] [2022-09-08 01:49:58,346] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-08 01:49:58,789] Login - Step 02: Enter to Email Textbox with value = afc734@gmail.com
[INFO ] [2022-09-08 01:49:58,909] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-09-08 01:49:59,047] Login - Step 04: Click on Login Button 
[INFO ] [2022-09-08 01:49:59,763] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-09-08 01:49:59,808]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-08 01:49:59,808] Login - Step 06: Navigate to my account page
[INFO ] [2022-09-08 01:50:00,406] Login - Step 07: Verify CustomerInfoPage is Displayed
[INFO ] [2022-09-08 01:50:00,476]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-08 01:50:00,488] My Account - Step 01: Verify FirstName value is correct
[INFO ] [2022-09-08 01:51:44,389] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-08 01:51:45,136] Register - Step 02: Select Gender with value = Female
[INFO ] [2022-09-08 01:51:45,281] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-08 01:51:45,430] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-08 01:51:45,553] Register - Step 03.1: Select Date of birth with Date value = 18
[INFO ] [2022-09-08 01:51:46,366] Register - Step 03.2: Select Date of birth with Month value = August
[INFO ] [2022-09-08 01:51:47,174] Register - Step 03.3: Select Date of birth with Year value = 1996
[INFO ] [2022-09-08 01:51:49,484] Register - Step 04: Enter to  Email Textbox with value = afc219@gmail.com
[INFO ] [2022-09-08 01:51:49,640] Register - Step 05: Select checkbox Newsletter 
[INFO ] [2022-09-08 01:51:49,702] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-08 01:51:49,862] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-08 01:51:50,026] Register - Step 07: Click To Register Button
[INFO ] [2022-09-08 01:51:50,911] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-08 01:51:50,978]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-08 01:51:50,978] Register - Step 09: Click to logout link
[INFO ] [2022-09-08 01:51:51,938] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-08 01:51:52,418] Login - Step 02: Enter to Email Textbox with value = afc219@gmail.com
[INFO ] [2022-09-08 01:51:52,531] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-09-08 01:51:52,667] Login - Step 04: Click on Login Button 
[INFO ] [2022-09-08 01:51:53,437] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-09-08 01:51:53,501]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-08 01:51:53,501] Login - Step 06: Navigate to my account page
[INFO ] [2022-09-08 01:51:54,130] Login - Step 07: Verify CustomerInfoPage is Displayed
[INFO ] [2022-09-08 01:51:54,207]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-08 01:51:54,221] My Account - Step 01: Verify FirstName value is correct
[INFO ] [2022-09-13 23:58:31,841] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-13 23:58:33,146] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-13 23:58:33,451] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-13 23:58:33,655] Register - Step 04: Enter to Existing Email Textbox with value = afc166@gmail.com
[INFO ] [2022-09-13 23:58:33,905] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-13 23:58:34,116] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-13 23:58:34,311] Register - Step 07: Click To Register Button
[INFO ] [2022-09-13 23:58:35,984] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-13 23:58:36,335] OS name = windows 10
[INFO ] [2022-09-13 23:58:36,335] Driver instance name = chromedriver: chrome on windows (059e28899889fcef0d7b8524796a3470)
[INFO ] [2022-09-13 23:59:05,794] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-13 23:59:06,726] Register - Step 02: Select Gender with value = Female
[INFO ] [2022-09-13 23:59:06,969] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-13 23:59:07,227] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-13 23:59:07,483] Register - Step 03.1: Select Date of birth with Date value = 18
[INFO ] [2022-09-13 23:59:08,396] Register - Step 03.2: Select Date of birth with Month value = August
[INFO ] [2022-09-13 23:59:09,131] Register - Step 03.3: Select Date of birth with Year value = 1996
[INFO ] [2022-09-13 23:59:11,437] Register - Step 04: Enter to  Email Textbox with value = afc348@gmail.com
[INFO ] [2022-09-13 23:59:11,737] Register - Step 05: Select checkbox Newsletter 
[INFO ] [2022-09-13 23:59:11,876] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-13 23:59:12,107] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-13 23:59:12,353] Register - Step 07: Click To Register Button
[INFO ] [2022-09-13 23:59:13,509] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-13 23:59:13,619]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-13 23:59:13,620] Register - Step 09: Click to logout link
[INFO ] [2022-09-13 23:59:15,037] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-13 23:59:15,903] Login - Step 02: Enter to Email Textbox with value = afc348@gmail.com
[INFO ] [2022-09-13 23:59:16,145] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-09-13 23:59:16,376] Login - Step 04: Click on Login Button 
[INFO ] [2022-09-13 23:59:17,985] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-09-13 23:59:18,095]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-13 23:59:18,095] Login - Step 06: Navigate to my account page
[INFO ] [2022-09-13 23:59:18,978] Login - Step 07: Verify CustomerInfoPage is Displayed
[INFO ] [2022-09-13 23:59:19,093]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-13 23:59:19,103] My Account - Step 01: Verify FirstName value is correct
[INFO ] [2022-09-18 03:51:10,269] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-18 03:51:11,121] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-18 03:51:11,258] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-18 03:51:11,399] Register - Step 04: Enter to Existing Email Textbox with value = afc68@gmail.com
[INFO ] [2022-09-18 03:51:11,542] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-18 03:51:11,683] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-18 03:51:11,818] Register - Step 07: Click To Register Button
[INFO ] [2022-09-18 03:51:12,991] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-18 03:51:13,055]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-18 03:51:13,056] Register - Step 09: Click to logout button
[INFO ] [2022-09-18 03:51:14,348] Login - Step 01: Navigate to open login page
[INFO ] [2022-09-18 03:51:14,913] Login - Step 02: Enter to Email Textbox with value = afc68@gmail.com
[INFO ] [2022-09-18 03:51:15,098] Login - Step 03: Enter to Password Textbox with value = 123456
[INFO ] [2022-09-18 03:51:15,240] Login - Step 04: Click on Login Button 
[INFO ] [2022-09-18 03:51:16,153] Login - Step 05: Verify My Account Link is displayed
[INFO ] [2022-09-18 03:51:16,234]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-18 03:51:16,235]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-18 03:51:16,235] Login - Step 06: Navigate to my account page
[INFO ] [2022-09-18 03:51:18,981] Login - Step 07: Verify CustomerInfoPage is Displayed
[INFO ] [2022-09-18 03:51:19,065]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-18 03:51:19,065]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-18 03:52:24,154] Register - Step 01: Navigate to Register Page
[INFO ] [2022-09-18 03:52:24,876] Register - Step 02: Enter to First Name Textbox with value = Automation
[INFO ] [2022-09-18 03:52:25,029] Register - Step 03: Enter to Last Name Textbox with value = FC
[INFO ] [2022-09-18 03:52:25,203] Register - Step 04: Enter to Existing Email Textbox with value = afc432@gmail.com
[INFO ] [2022-09-18 03:52:25,346] Register - Step 05: Enter to password Textbox with value = 123456
[INFO ] [2022-09-18 03:52:25,483] Register - Step 06: Enter to confirm password  Textbox with value = 123456
[INFO ] [2022-09-18 03:52:25,645] Register - Step 07: Click To Register Button
[INFO ] [2022-09-18 03:52:26,712] Register - Step 08: Verify register success message is displyed
[INFO ] [2022-09-18 03:52:26,773]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-09-18 03:52:26,773] Register - Step 09: Click to logout button
[INFO ] [2022-09-18 03:52:28,097] Login - Step 01: Navigate to open login page
